OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
HAWK-9C,2024-066G,2026-03-13T08:44:02.656896,14.98797064,.00036426,45.5970,51.5982,248.6588,111.3905,0,U,59448,999,10545,.22100691E-3,.2474E-4,0
HAWK-8C,2024-066H,2026-03-13T09:45:17.634240,14.98803986,.00039512,45.6073,52.5494,275.9984,84.0446,0,U,59449,999,10545,.20412715E-3,.2267E-4,0
HAWK-9B,2024-066J,2026-03-13T21:31:54.738048,14.98803688,.00039392,45.6219,50.4804,247.4349,112.6115,0,U,59450,999,10553,.22625614E-3,.2538E-4,0
CENTAURI-6,2024-066K,2026-03-14T21:35:05.677728,15.04877864,.00021943,45.6068,26.6252,299.6837,60.3827,0,U,59451,999,10591,.57221144E-3,.7982E-4,0
KORSAT-1,2024-066L,2026-03-14T21:54:23.164704,14.99774799,.0010509,45.4121,12.8837,239.1781,120.8064,0,U,59452,999,10591,.45150543E-3,.5442E-4,0
STARLINK-31622,2024-068B,2026-03-14T21:03:19.661760,15.27585300,.00013522,43.0030,5.4347,268.7818,91.2879,0,U,59456,999,10931,.60872311E-4,.1414E-4,0
STARLINK-31319,2024-068C,2026-03-14T20:28:52.888224,15.27571023,.00013551,43.0063,1.7975,277.3408,82.7289,0,U,59457,999,10935,.23126066E-3,.6105E-4,0
STARLINK-31625,2024-068D,2026-03-14T20:48:31.208832,15.27582205,.00011744,43.0045,5.3554,265.3270,94.7448,0,U,59458,999,10931,.53232976E-4,.1203E-4,0
STARLINK-31631,2024-068E,2026-03-14T20:08:31.273440,15.27581132,.00021327,43.0097,1.6964,292.4992,67.5633,0,U,59459,999,10935,-.15176915E-4,-.68E-5,0
STARLINK-31620,2024-068F,2026-03-14T19:05:48.914592,15.27583481,.00005796,43.0040,2.2231,291.7281,68.3509,0,U,59460,999,10934,.47236327E-4,.1038E-4,0
STARLINK-31511,2024-068H,2026-03-14T20:57:46.672704,15.27590304,.0001409,43.0053,5.4049,270.1716,89.8974,0,U,59462,999,10931,.83765884E-4,.2044E-4,0
STARLINK-31364,2024-068J,2026-03-14T20:19:37.301664,15.27584295,.0000792,43.0025,1.7478,282.0942,77.9820,0,U,59463,999,10935,-.9747993E-5,-.53E-5,0
STARLINK-31597,2024-068K,2026-03-14T12:52:12.270432,15.27572520,.00015056,43.0060,7.1710,259.1815,100.8868,0,U,59464,999,10921,.6661229E-5,-.79E-6,0
STARLINK-31621,2024-068L,2026-03-14T20:52:14.085408,15.27571533,.00011547,43.0051,5.3877,288.4579,71.6147,0,U,59465,999,10931,.10174592E-3,.2538E-4,0
STARLINK-31462,2024-068M,2026-03-14T20:31:52.352256,15.27589794,.00013078,43.0046,5.2545,275.3301,84.7401,0,U,59466,999,10931,-.68599031E-4,-.215E-4,0
STARLINK-31592,2024-068N,2026-03-14T19:34:43.417056,15.27583126,.00013907,43.0054,5.8344,260.0606,100.0089,0,U,59467,999,10930,.34256576E-4,.681E-5,0
STARLINK-31267,2024-068P,2026-03-14T02:02:49.869024,15.27581817,.00002671,43.0007,5.4783,304.7641,55.3186,0,U,59468,999,10924,.46168686E-4,.1009E-4,0
STARLINK-31381,2024-068Q,2026-03-14T19:16:55.604640,15.27579460,.0000938,43.0026,2.2780,204.3534,155.7274,0,U,59469,999,10934,.41524176E-4,.881E-5,0
STARLINK-31546,2024-068R,2026-03-14T20:23:18.824352,15.27560653,.00012579,43.0036,1.7623,249.6581,110.4136,0,U,59470,999,10935,.20652499E-3,.5422E-4,0
STARLINK-31575,2024-068S,2026-03-14T20:34:24.930336,15.27558750,.00017365,43.0032,1.8202,244.4338,115.6334,0,U,59471,999,10935,.20933245E-3,.5499E-4,0
STARLINK-31610,2024-068U,2026-03-14T20:20:46.047552,15.27561201,.00008047,43.0013,5.2079,286.0795,73.9968,0,U,59473,999,10931,.15496268E-3,.4002E-4,0
STARLINK-31581,2024-068V,2026-03-14T20:20:18.790944,15.27581897,.00013193,43.0051,358.2745,272.8967,87.1734,0,U,59474,999,10939,.47570098E-4,.1047E-4,0
STARLINK-31566,2024-068W,2026-03-14T20:26:19.169664,15.27585736,.00005987,43.0027,5.2346,258.5024,101.5761,0,U,59475,999,10931,-.260346E-5,-.333E-5,0
STARLINK-31515,2024-068X,2026-03-14T20:37:25.183200,15.27585084,.00012228,43.0042,5.2940,281.3479,78.7235,0,U,59476,999,10931,.90157173E-4,.222E-4,0
STARLINK-31531,2024-068Y,2026-03-14T16:35:59.741088,15.27582097,.0000714,42.9998,311.1154,254.5952,105.4820,0,U,59477,999,10991,-.66204392E-4,-.2083E-4,0
DUMMY SAT 3,2024-069A,2026-03-14T02:28:17.639616,0.98605765,.00510074,1.8777,82.5159,132.5372,228.5335,0,U,59479,999,687,0,.32E-6,0
WSF-M,2024-070A,2026-03-14T22:09:48.323808,14.20719183,.00039141,98.7200,83.1359,225.6988,134.3868,0,U,59481,999,9971,.56711427E-4,.78E-6,0
STARLINK-31753,2024-071A,2026-03-14T17:13:01.778016,15.27583529,.00014811,43.0034,311.4281,256.6556,103.4131,0,U,59484,999,10897,.12392644E-3,.315E-4,0
STARLINK-31733,2024-071C,2026-03-14T22:47:06.742176,15.27576093,.00012563,42.9975,309.7279,265.6527,94.4181,0,U,59486,999,10901,.20582077E-4,.304E-5,0
STARLINK-31657,2024-071D,2026-03-14T21:36:59.542560,15.27584461,.00010486,43.0007,310.2248,265.6208,94.4524,0,U,59487,999,10900,.10167078E-3,.2537E-4,0
STARLINK-31754,2024-071E,2026-03-14T22:57:01.184544,15.27573359,.00016499,43.0007,317.5677,275.0426,85.0237,0,U,59488,999,10892,.21648919E-4,.333E-5,0
STARLINK-31638,2024-071F,2026-03-14T21:35:08.736288,15.27567523,.00009356,43.0007,310.2112,277.1608,82.9138,0,U,59489,999,10900,.13092837E-3,.3341E-4,0
STARLINK-31670,2024-071G,2026-03-14T17:20:24.419904,15.27575307,.00010664,43.0012,322.7360,267.4871,92.5859,0,U,59490,999,10884,.85926525E-4,.2103E-4,0
STARLINK-31712,2024-071H,2026-03-14T00:06:32.154048,15.27583052,.00001901,43.0006,326.7860,158.7113,201.3747,0,U,59491,999,10873,.61267542E-4,.1425E-4,0
STARLINK-31684,2024-071J,2026-03-14T23:02:33.444384,15.27587609,.00015639,42.9993,317.5937,265.1830,94.8843,0,U,59492,999,10892,.18120176E-4,.237E-5,0
STARLINK-31678,2024-071K,2026-03-14T23:13:39.806112,15.27583724,.0001278,42.9985,317.6514,269.2291,90.8414,0,U,59493,999,10774,.13216205E-3,.3377E-4,0
STARLINK-31744,2024-071L,2026-03-14T23:08:06.250272,15.27592290,.00014696,43.0019,317.6215,269.8193,90.2490,0,U,59494,999,10892,.55985023E-4,.1279E-4,0
STARLINK-31719,2024-071M,2026-03-14T22:14:00.025152,15.27568093,.00015725,43.0025,310.4219,257.4319,102.6357,0,U,59495,999,10900,.22106468E-3,.5824E-4,0
STARLINK-31728,2024-071N,2026-03-14T17:01:57.033696,15.27612265,.00015399,43.0024,311.3678,268.0748,91.9928,0,U,59496,999,10897,.13678178E-2,.37607E-3,0
STARLINK-31720,2024-071P,2026-03-14T22:38:03.439968,15.27572709,.00012768,43.0009,310.5427,251.8342,108.2370,0,U,59497,999,10900,.23595944E-4,.387E-5,0
STARLINK-31731,2024-071Q,2026-03-14T22:45:14.564736,15.27580918,.00012692,43.0001,309.7151,269.2667,90.8039,0,U,59498,999,10901,.97966673E-4,.2435E-4,0
STARLINK-31742,2024-071R,2026-03-14T22:58:11.241120,15.27587002,.0001801,43.0020,309.7829,275.5056,84.5590,0,U,59499,999,10901,.35960067E-4,.728E-5,0
STARLINK-31512,2024-071S,2026-03-14T14:37:41.289888,15.27562391,.00014522,43.0017,271.8094,268.1176,91.9509,0,U,59500,999,10941,.5897696E-5,-.1E-5,0
STARLINK-31458,2024-071T,2026-03-14T23:05:35.298240,15.27587216,.00008472,43.0012,309.8234,254.6612,105.4146,0,U,59501,999,10901,.46898445E-4,.1029E-4,0
STARLINK-31357,2024-071U,2026-03-14T16:08:28.711392,15.27563384,.00015173,42.9968,311.9488,276.8842,83.1837,0,U,59502,999,10896,.19380147E-3,.5072E-4,0
STARLINK-31508,2024-071V,2026-03-14T22:30:39.683520,15.27514571,.00010336,43.0019,310.5029,265.0615,95.0119,0,U,59503,999,10900,.69373011E-3,.18839E-3,0
STARLINK-31535,2024-071W,2026-03-14T23:19:13.509696,15.27582116,.00005235,42.9992,317.6768,247.3741,112.7055,0,U,59504,999,10892,.64035199E-4,.1501E-4,0
STARLINK-31533,2024-071X,2026-03-14T22:41:47.004288,15.27557578,.00013721,42.9995,310.5612,261.2050,98.8646,0,U,59505,999,10900,-.58793696E-4,-.1878E-4,0
STARLINK-31524,2024-071Y,2026-03-14T22:06:05.722848,15.27582480,.00012663,43.0000,303.2590,270.2856,89.7850,0,U,59506,999,10908,.5426734E-4,.1232E-4,0
SUPERVIEW NEO-3 01,2024-072A,2026-03-14T22:48:39.444192,15.23263771,.0002903,97.4185,155.0867,95.9951,264.1617,0,U,59510,999,10635,.62282871E-3,.14708E-3,0
STARLINK-31635,2024-073A,2026-03-14T21:05:46.629024,15.27584372,.00013556,43.0002,288.3403,267.1118,92.9579,0,U,59511,999,10697,.42055839E-4,.895E-5,0
STARLINK-31650,2024-073B,2026-03-14T14:06:48.707136,15.27581969,.00012057,43.0021,290.4517,257.4174,102.6543,0,U,59512,999,10692,.60930269E-4,.1415E-4,0
STARLINK-31658,2024-073C,2026-03-14T17:55:23.724768,15.27605130,.00019712,43.0033,249.1803,257.9605,102.1026,0,U,59513,999,10740,.12513748E-3,.3185E-4,0
STARLINK-31669,2024-073E,2026-03-14T21:20:37.136544,15.27560100,.00020365,43.0027,288.4150,283.2652,76.7972,0,U,59515,999,10697,-.54696563E-4,-.1766E-4,0
STARLINK-31671,2024-073F,2026-03-14T20:38:14.023392,15.27589613,.00013684,43.0031,289.0495,232.3584,127.7143,0,U,59516,999,10696,.34437897E-4,.686E-5,0
STARLINK-31674,2024-073G,2026-03-14T21:37:13.471968,15.27583014,.00016103,43.0017,288.4988,265.3523,94.7145,0,U,59517,999,10697,.15131239E-3,.3904E-4,0
STARLINK-31679,2024-073J,2026-03-14T19:52:12.844416,15.27582745,.00016983,42.9985,278.4202,248.0453,112.0219,0,U,59519,999,10708,.71035636E-4,.1693E-4,0
STARLINK-31370,2024-073K,2026-03-14T20:34:32.435040,15.27580597,.00012782,43.0029,289.0345,254.6221,105.4489,0,U,59520,999,10696,.42431896E-4,.906E-5,0
STARLINK-31404,2024-073L,2026-03-14T22:23:29.537664,15.27583415,.00016383,43.0005,288.7409,271.0100,89.0564,0,U,59521,999,10697,.67983535E-4,.1609E-4,0
STARLINK-31453,2024-073M,2026-03-14T21:27:42.022368,15.27601954,.00016206,42.9995,270.8482,271.2215,88.8451,0,U,59522,999,10717,.11449984E-2,.31401E-3,0
STARLINK-31476,2024-073N,2026-03-14T15:46:30.886752,15.27583431,.00016986,43.0028,290.1099,260.0975,99.9685,0,U,59523,999,10693,.52541208E-4,.1184E-4,0
STARLINK-31538,2024-073Q,2026-03-14T15:09:30.742848,15.27567526,.00011514,42.9994,289.9187,265.5365,94.5355,0,U,59525,999,10693,.11030089E-3,.2773E-4,0
STARLINK-31564,2024-073R,2026-03-14T21:15:00.946368,15.27595465,.00008137,42.9978,288.3819,247.1962,112.8804,0,U,59526,999,10697,.27086643E-4,.484E-5,0
STARLINK-31452,2024-073S,2026-03-14T20:43:47.534304,15.27583031,.00010362,43.0014,289.0803,254.4940,105.5797,0,U,59527,999,10696,.932545E-4,.2305E-4,0
STARLINK-31513,2024-073U,2026-03-14T20:40:46.700832,15.27586029,.00014286,43.0002,285.5671,261.3902,98.6788,0,U,59529,999,10700,.2550657E-3,.6764E-4,0
STARLINK-31392,2024-073V,2026-03-14T15:35:24.419616,15.27595517,.00011743,43.0047,290.0506,285.1987,74.8735,0,U,59530,999,10693,-.11943812E-3,-.3549E-4,0
STARLINK-31619,2024-073W,2026-03-14T15:15:04.238208,15.27553783,.00010958,42.9993,289.9465,275.1868,84.8859,0,U,59531,999,10805,.47873841E-4,.1055E-4,0
STARLINK-31509,2024-073Y,2026-03-14T20:54:52.899840,15.27572124,.00013529,43.0000,289.1507,249.5235,110.5471,0,U,59533,999,10696,-.1723846E-3,-.5001E-4,0
STARLINK-31734,2024-074A,2026-03-14T22:37:26.160096,15.27584652,.00018873,43.0051,302.9662,279.8500,80.2139,0,U,59534,999,10694,.5137558E-4,.1152E-4,0
